#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ATP5J	COX6B1	4447621	4433989	9606.ENSP00000389649	9606.ENSP00000246554	0	0	0	0	0.535	0.187	0	0.430	0.766
NSA2	SEC61G	4451776	4447550	9606.ENSP00000483484	9606.ENSP00000388337	0	0	0	0	0.177	0.713	0	0.088	0.766
CCT4	RPL19	4446274	4433313	9606.ENSP00000377958	9606.ENSP00000225430	0	0	0.319	0	0.666	0	0	0.056	0.766
GLTSCR2	RPL18A	4433999	4433211	9606.ENSP00000246802	9606.ENSP00000222247	0	0	0	0	0.469	0.577	0	0	0.766
NPM1	APEX1	4437352	4432978	9606.ENSP00000296930	9606.ENSP00000216714	0	0	0	0	0.189	0.320	0	0.610	0.766
CCT5	RPS11	4436371	4435953	9606.ENSP00000280326	9606.ENSP00000270625	0	0	0.295	0	0.649	0	0	0.130	0.766
NSA2	RPL6	4451776	4448260	9606.ENSP00000483484	9606.ENSP00000403172	0	0	0	0	0.528	0.414	0	0.220	0.765
EEF1A1	PSMA6	4440919	4434884	9606.ENSP00000339063	9606.ENSP00000261479	0	0	0.302	0	0.522	0.316	0	0.093	0.765
HSPA8	SOD1	4449616	4435927	9606.ENSP00000432083	9606.ENSP00000270142	0	0	0	0	0.246	0.358	0	0.554	0.765
RAN	CCT5	4450191	4436371	9606.ENSP00000446215	9606.ENSP00000280326	0	0	0	0	0.735	0	0	0.149	0.765
COX7C	RPS15A	4449334	4439216	9606.ENSP00000425759	9606.ENSP00000318646	0	0	0	0	0.764	0	0	0	0.764
COX7A2	UQCR10	4443455	4440409	9606.ENSP00000359098	9606.ENSP00000332887	0	0	0	0	0.373	0.369	0	0.452	0.764
ATP5H	NDUFB4	4437775	4432741	9606.ENSP00000301587	9606.ENSP00000184266	0	0	0	0	0.695	0	0	0.257	0.764
PPA1	ATP5O	4444137	4436853	9606.ENSP00000362329	9606.ENSP00000290299	0	0	0	0	0.287	0.054	0.650	0.119	0.764
RPL39	GLTSCR2	4442650	4433999	9606.ENSP00000355315	9606.ENSP00000246802	0	0	0	0	0.097	0.651	0	0.311	0.764
PPA1	ATP5B	4444137	4434993	9606.ENSP00000362329	9606.ENSP00000262030	0	0	0	0	0.135	0.050	0.650	0.274	0.763
RPL13A	GLTSCR2	4445957	4433999	9606.ENSP00000375730	9606.ENSP00000246802	0	0	0	0	0.603	0.414	0	0.064	0.763
UQCRQ	SNRPG	4445100	4436020	9606.ENSP00000367939	9606.ENSP00000272348	0	0	0	0	0.732	0	0	0.154	0.763
ATP5G2	ATP6V0C	4446264	4440126	9606.ENSP00000377878	9606.ENSP00000329757	0	0	0	0	0.049	0	0.540	0.500	0.762
MDH1	PKM	4449851	4439337	9606.ENSP00000438144	9606.ENSP00000320171	0.072	0	0	0	0.154	0.185	0	0.673	0.762
RPS8	MRPL3	4446579	4435531	9606.ENSP00000379888	9606.ENSP00000264995	0	0	0	0	0.440	0.511	0	0.199	0.762
EIF1B	EIF3E	4433568	4433135	9606.ENSP00000232905	9606.ENSP00000220849	0	0	0	0	0.064	0	0.600	0.416	0.762
GPX1	MGST3	4448449	4442980	9606.ENSP00000407375	9606.ENSP00000356864	0	0	0	0	0.074	0	0.650	0.324	0.762
NACA	RPL3	4450244	4441576	9606.ENSP00000448035	9606.ENSP00000346001	0	0	0	0	0.739	0.063	0	0.104	0.762
EIF3F	EIF1B	4449601	4433568	9606.ENSP00000431800	9606.ENSP00000232905	0	0	0	0	0.089	0.055	0.600	0.391	0.762
MDH1	ATP5B	4449851	4434993	9606.ENSP00000438144	9606.ENSP00000262030	0.054	0	0	0	0.373	0.049	0	0.627	0.762
GNB2L1	PSMA6	4449378	4434884	9606.ENSP00000426909	9606.ENSP00000261479	0	0	0	0	0.628	0.057	0	0.373	0.761
RPL10	CCT5	4448690	4436371	9606.ENSP00000413436	9606.ENSP00000280326	0	0	0.237	0	0.650	0.052	0	0.167	0.761
RPLP0	UBB	4450282	4438070	9606.ENSP00000449328	9606.ENSP00000304697	0	0	0	0	0.563	0.364	0	0.210	0.761
MDH1	COX5A	4449851	4439151	9606.ENSP00000438144	9606.ENSP00000317780	0	0	0	0	0.720	0	0	0.180	0.761
RPLP0	MRPL3	4450282	4435531	9606.ENSP00000449328	9606.ENSP00000264995	0.135	0	0	0	0.467	0.412	0	0.223	0.761
NACA	RPS2	4450244	4441195	9606.ENSP00000448035	9606.ENSP00000341885	0	0	0	0	0.761	0	0	0	0.761
NSA2	RPS10	4451776	4451602	9606.ENSP00000483484	9606.ENSP00000481646	0	0	0	0	0.497	0.412	0	0.256	0.761
PSMC2	CCT4	4447684	4446274	9606.ENSP00000391211	9606.ENSP00000377958	0	0	0	0	0.608	0.389	0	0.081	0.761
RPS3A	EIF1B	4441583	4433568	9606.ENSP00000346050	9606.ENSP00000232905	0	0	0	0	0.113	0.736	0	0.058	0.760
RPL10A	MRPL3	4444285	4435531	9606.ENSP00000363018	9606.ENSP00000264995	0.135	0	0	0	0.463	0.412	0	0.225	0.760
RPL12	MRPL3	4442534	4435531	9606.ENSP00000354739	9606.ENSP00000264995	0.135	0	0	0	0.450	0.412	0	0.239	0.759
ACTG1	CAP1	4450595	4444027	9606.ENSP00000458162	9606.ENSP00000361883	0	0	0	0	0.140	0.619	0	0.324	0.759
RPL18	BTF3	4450217	4445420	9606.ENSP00000447001	9606.ENSP00000369965	0	0	0	0	0.759	0	0	0	0.759
H3F3A	RPS27A	4442746	4436015	9606.ENSP00000355778	9606.ENSP00000272317	0	0	0	0	0.122	0.724	0	0.086	0.759
RPS17	NDUFA4	4441582	4440978	9606.ENSP00000346046	9606.ENSP00000339720	0	0	0	0	0.738	0	0	0.119	0.759
NDUFB5	COX6B1	4434674	4433989	9606.ENSP00000259037	9606.ENSP00000246554	0	0	0	0	0.660	0	0	0.319	0.759
PSMD14	CCT4	4447392	4446274	9606.ENSP00000386541	9606.ENSP00000377958	0	0	0	0	0.704	0.059	0	0.199	0.758
ATP5A1	RPL8	4446852	4435108	9606.ENSP00000381736	9606.ENSP00000262584	0.096	0	0	0	0.505	0	0	0.502	0.758
TMA7	RPS29	4447994	4446487	9606.ENSP00000397843	9606.ENSP00000379339	0	0	0	0	0.758	0	0	0	0.758
ATP5J2	COX6B1	4436969	4433989	9606.ENSP00000292475	9606.ENSP00000246554	0	0	0	0	0.655	0	0	0.327	0.758
UBC	RPL10A	4449992	4444285	9606.ENSP00000441543	9606.ENSP00000363018	0	0	0	0	0.204	0.574	0	0.344	0.758
B2M	GAPDH	4450405	4433451	9606.ENSP00000452780	9606.ENSP00000229239	0	0	0	0	0.059	0	0	0.753	0.758
RPS15A	MRPL3	4439216	4435531	9606.ENSP00000318646	9606.ENSP00000264995	0.135	0	0	0	0.473	0.412	0	0.200	0.757
ATP5F1	NDUFA4	4443374	4440978	9606.ENSP00000358737	9606.ENSP00000339720	0	0	0	0	0.397	0.187	0	0.545	0.757
PFDN5	TOMM7	4450242	4442121	9606.ENSP00000447942	9606.ENSP00000351214	0	0	0	0	0.748	0	0	0.076	0.757
HNRNPA1	EEF1A1	4441190	4440919	9606.ENSP00000341826	9606.ENSP00000339063	0	0	0	0	0.465	0.436	0	0.259	0.757
RAN	RPL5	4450191	4443502	9606.ENSP00000446215	9606.ENSP00000359345	0	0	0	0	0.733	0	0	0.127	0.757
IARS	RPS3	4444598	4436296	9606.ENSP00000364794	9606.ENSP00000278572	0.217	0	0	0	0.320	0	0	0.580	0.757
RPL34	CCT4	4446300	4446274	9606.ENSP00000378163	9606.ENSP00000377958	0	0	0	0	0.757	0	0	0	0.757
RPS3A	UBB	4441583	4438070	9606.ENSP00000346050	9606.ENSP00000304697	0	0	0	0	0.454	0.569	0	0.053	0.757
RPL22	EEF1G	4441587	4440309	9606.ENSP00000346088	9606.ENSP00000331901	0	0	0	0	0.707	0.050	0	0.193	0.756
PABPC1	DDX5	4438834	4433337	9606.ENSP00000313007	9606.ENSP00000225792	0	0	0	0	0.241	0.123	0	0.663	0.756
NACA	RPS17	4450244	4441582	9606.ENSP00000448035	9606.ENSP00000346046	0	0	0	0	0.745	0.080	0	0.043	0.756
RPS8	EIF1B	4446579	4433568	9606.ENSP00000379888	9606.ENSP00000232905	0	0	0	0	0.063	0.737	0	0.090	0.756
YBX1	RPS2	4443961	4441195	9606.ENSP00000361626	9606.ENSP00000341885	0	0	0	0	0.328	0.533	0	0.284	0.756
RAN	RPL12	4450191	4442534	9606.ENSP00000446215	9606.ENSP00000354739	0	0	0	0	0.417	0	0	0.599	0.756
MDH2	ATP5H	4439895	4437775	9606.ENSP00000327070	9606.ENSP00000301587	0	0	0	0	0.675	0	0	0.280	0.756
RPL13A	ACTB	4445957	4441991	9606.ENSP00000375730	9606.ENSP00000349960	0	0	0	0	0.063	0	0	0.750	0.756
RPL11	PKM	4444414	4439337	9606.ENSP00000363676	9606.ENSP00000320171	0.219	0	0	0	0.085	0.622	0	0.206	0.756
RPL35A	UBB	4449013	4438070	9606.ENSP00000419117	9606.ENSP00000304697	0	0	0	0	0.424	0.586	0	0.057	0.755
UBC	RPL35A	4449992	4449013	9606.ENSP00000441543	9606.ENSP00000419117	0	0	0	0	0.423	0.586	0	0.057	0.755
PPA1	ATP5H	4444137	4437775	9606.ENSP00000362329	9606.ENSP00000301587	0	0	0	0	0.172	0.050	0.650	0.215	0.755
RPL5	PKM	4443502	4439337	9606.ENSP00000359345	9606.ENSP00000320171	0.219	0	0	0	0.145	0.622	0	0.145	0.755
UBC	RPS29	4449992	4446487	9606.ENSP00000441543	9606.ENSP00000379339	0	0	0	0	0.469	0.553	0	0.050	0.755
COX6C	NDUFA13	4449475	4449261	9606.ENSP00000428895	9606.ENSP00000423673	0	0	0	0	0.648	0	0	0.332	0.755
RPL35A	TOMM7	4449013	4442121	9606.ENSP00000419117	9606.ENSP00000351214	0	0	0	0	0.755	0	0	0	0.755
RPS9	CCT5	4437909	4436371	9606.ENSP00000302896	9606.ENSP00000280326	0	0	0.223	0	0.664	0.053	0	0.127	0.755
TMED10	PPIB	4437932	4437619	9606.ENSP00000303145	9606.ENSP00000300026	0	0	0	0	0.734	0	0	0.116	0.755
GLO1	FABP5	4444169	4437379	9606.ENSP00000362463	9606.ENSP00000297258	0	0	0	0	0.062	0.749	0	0.042	0.754
ATP5C1	CYCS	4441891	4438356	9606.ENSP00000349142	9606.ENSP00000307786	0	0	0	0	0.660	0	0	0.305	0.754
COX7A2	ATP5F1	4443455	4443374	9606.ENSP00000359098	9606.ENSP00000358737	0	0	0	0	0.479	0	0	0.548	0.754
SUMO2	SEPT7	4448385	4446882	9606.ENSP00000405965	9606.ENSP00000381992	0	0	0	0	0.668	0.189	0	0.155	0.753
PFDN5	PSMA1	4450242	4448731	9606.ENSP00000447942	9606.ENSP00000414359	0	0	0	0	0.741	0	0	0.084	0.753
RPS20	HSP90AA1	4449502	4440643	9606.ENSP00000429374	9606.ENSP00000335153	0	0	0	0	0.465	0.521	0	0.113	0.753
MGST3	GPX4	4442980	4441588	9606.ENSP00000356864	9606.ENSP00000346103	0	0	0	0	0.113	0	0.650	0.269	0.753
NSA2	BTF3	4451776	4445420	9606.ENSP00000483484	9606.ENSP00000369965	0	0	0	0	0.712	0.176	0	0	0.753
EEF2	GAPDH	4438372	4433451	9606.ENSP00000307940	9606.ENSP00000229239	0.081	0	0	0	0.334	0.157	0	0.578	0.753
SEC61G	HSPA5	4447550	4439666	9606.ENSP00000388337	9606.ENSP00000324173	0	0	0	0	0.531	0.267	0	0.341	0.753
PRDX2	TPI1	4437770	4433456	9606.ENSP00000301522	9606.ENSP00000229270	0.046	0	0	0	0.219	0.363	0	0.540	0.752
RPS28	MRPL3	4451031	4435531	9606.ENSP00000472469	9606.ENSP00000264995	0	0	0	0	0.233	0.616	0	0.226	0.752
RPS8	SLC25A5	4446579	4443780	9606.ENSP00000379888	9606.ENSP00000360671	0	0	0	0	0.240	0.687	0	0	0.752
RPS19	NACA	4450976	4450244	9606.ENSP00000470972	9606.ENSP00000448035	0	0	0	0	0.752	0	0	0	0.752
NSA2	RPS8	4451776	4446579	9606.ENSP00000483484	9606.ENSP00000379888	0	0	0	0	0.665	0.196	0	0.153	0.752
PRDX6	TPI1	4441216	4433456	9606.ENSP00000342026	9606.ENSP00000229270	0.046	0	0	0	0.172	0.387	0	0.549	0.752
CCT4	RPL13A	4446274	4445957	9606.ENSP00000377958	9606.ENSP00000375730	0.043	0	0	0	0.703	0.126	0	0.119	0.752
UBC	RPS4X	4449992	4444232	9606.ENSP00000441543	9606.ENSP00000362744	0	0	0	0	0.592	0.380	0	0.097	0.751
PFDN5	RPS27	4450242	4443123	9606.ENSP00000447942	9606.ENSP00000357555	0	0	0	0	0.732	0	0	0.112	0.751
RPS25	TOMM7	4449729	4442121	9606.ENSP00000435096	9606.ENSP00000351214	0	0	0	0	0.742	0.050	0	0.063	0.751
PFDN5	PCBP2	4450242	4442251	9606.ENSP00000447942	9606.ENSP00000352438	0	0	0	0	0.619	0	0	0.374	0.751
NDUFA4	PSMA6	4440978	4434884	9606.ENSP00000339720	9606.ENSP00000261479	0	0	0	0	0.751	0	0	0	0.751
BTF3	RPL10A	4445420	4444285	9606.ENSP00000369965	9606.ENSP00000363018	0	0	0	0	0.750	0	0	0	0.750
RPS5	BTF3	4451050	4445420	9606.ENSP00000472985	9606.ENSP00000369965	0	0	0	0	0.750	0	0	0	0.750
NACA	EEF1G	4450244	4440309	9606.ENSP00000448035	9606.ENSP00000331901	0	0	0	0	0.599	0.397	0	0.050	0.750
RPS27A	H3F3B	4436015	4434387	9606.ENSP00000272317	9606.ENSP00000254810	0	0	0	0	0.091	0.724	0	0.086	0.750
HNRNPA1	EEF2	4441190	4438372	9606.ENSP00000341826	9606.ENSP00000307940	0	0	0	0	0.537	0.283	0	0.308	0.750
RPLP0	ACTB	4450282	4441991	9606.ENSP00000449328	9606.ENSP00000349960	0	0	0	0	0.141	0.071	0	0.710	0.749
HSPA8	RPL6	4449616	4448260	9606.ENSP00000432083	9606.ENSP00000403172	0	0	0	0	0.526	0.050	0	0.488	0.749
UBB	SRP14	4438070	4435788	9606.ENSP00000304697	9606.ENSP00000267884	0	0	0	0	0.678	0.185	0	0.119	0.749
UQCRFS1	TPI1	4438219	4433456	9606.ENSP00000306397	9606.ENSP00000229270	0	0	0	0	0.133	0.363	0	0.582	0.749
NSA2	MRPL3	4451776	4435531	9606.ENSP00000483484	9606.ENSP00000264995	0	0	0	0	0.511	0.412	0	0.199	0.749
GLO1	TPI1	4444169	4433456	9606.ENSP00000362463	9606.ENSP00000229270	0.110	0	0	0	0.180	0	0	0.684	0.749
ACTG1	RPLP0	4450595	4450282	9606.ENSP00000458162	9606.ENSP00000449328	0	0	0	0	0.180	0	0	0.707	0.749
RPS10	EIF1B	4451602	4433568	9606.ENSP00000481646	9606.ENSP00000232905	0	0	0	0	0.064	0.734	0	0.075	0.749
ATP5A1	NDUFB5	4446852	4434674	9606.ENSP00000381736	9606.ENSP00000259037	0	0	0	0	0.545	0	0	0.470	0.748
RPL6	HNRNPA1	4448260	4441190	9606.ENSP00000403172	9606.ENSP00000341826	0	0	0	0	0.732	0	0	0.096	0.748
UQCRFS1	ATP5J2	4438219	4436969	9606.ENSP00000306397	9606.ENSP00000292475	0	0	0	0	0.527	0	0	0.489	0.748
PMP2	DSTN	4434458	4433964	9606.ENSP00000256103	9606.ENSP00000246069	0	0	0	0	0	0	0	0.748	0.748
PFDN5	RPS20	4450242	4449502	9606.ENSP00000447942	9606.ENSP00000429374	0	0	0	0	0.748	0	0	0	0.748
RPS23	MRPL3	4437320	4435531	9606.ENSP00000296674	9606.ENSP00000264995	0.135	0	0	0	0.453	0.412	0	0.200	0.747
SEPW1	GPX4	4451062	4441588	9606.ENSP00000473185	9606.ENSP00000346103	0	0	0	0	0.077	0	0	0.737	0.747
FABP7	SLC1A3	4443101	4435561	9606.ENSP00000357429	9606.ENSP00000265113	0	0	0	0	0.155	0	0	0.712	0.747
RPS10	SNRPD2	4451602	4441252	9606.ENSP00000481646	9606.ENSP00000342374	0	0	0	0	0.705	0	0	0.179	0.747
BTF3	RPS16	4445420	4434174	9606.ENSP00000369965	9606.ENSP00000251453	0	0	0	0	0.747	0	0	0.043	0.747
HOPX	SRI	4450314	4435640	9606.ENSP00000450527	9606.ENSP00000265729	0	0	0	0	0	0	0	0.747	0.747
RPS15	NACA	4450850	4450244	9606.ENSP00000467466	9606.ENSP00000448035	0.045	0	0	0	0.743	0	0	0.050	0.747
RPL3	NPM1	4441576	4437352	9606.ENSP00000346001	9606.ENSP00000296930	0	0	0	0	0.283	0.289	0	0.541	0.746
TMA7	UQCRQ	4447994	4445100	9606.ENSP00000397843	9606.ENSP00000367939	0	0	0	0	0.746	0	0	0	0.746
MYL6	PPP1CC	4450215	4441182	9606.ENSP00000446955	9606.ENSP00000341779	0	0	0.213	0	0	0.187	0.600	0.125	0.746
RPL9	PSMC2	4448124	4447684	9606.ENSP00000400467	9606.ENSP00000391211	0	0	0	0	0.737	0.064	0	0.050	0.746
PFDN5	RPS24	4450242	4448728	9606.ENSP00000447942	9606.ENSP00000414321	0	0	0	0	0.724	0	0	0.116	0.745
COX7C	RPL24	4449334	4446224	9606.ENSP00000425759	9606.ENSP00000377640	0	0	0	0	0.745	0	0	0	0.745
LDHB	CKB	4446501	4437548	9606.ENSP00000379386	9606.ENSP00000299198	0	0	0	0	0.063	0.230	0	0.675	0.745
NSA2	DDX5	4451776	4433337	9606.ENSP00000483484	9606.ENSP00000225792	0	0	0	0	0.659	0.185	0	0.155	0.745
RPL10A	UBB	4444285	4438070	9606.ENSP00000363018	9606.ENSP00000304697	0	0	0	0	0.335	0.574	0	0.173	0.745
PSMC2	RPL11	4447684	4444414	9606.ENSP00000391211	9606.ENSP00000363676	0	0	0	0	0.739	0.064	0	0	0.745
COX7A2	RPS17	4443455	4441582	9606.ENSP00000359098	9606.ENSP00000346046	0	0	0	0	0.742	0	0	0.048	0.744
CYCS	SOD1	4438356	4435927	9606.ENSP00000307786	9606.ENSP00000270142	0	0	0	0	0.139	0	0	0.715	0.744
RPL10	PSMC2	4448690	4447684	9606.ENSP00000413436	9606.ENSP00000391211	0	0.001	0	0	0.735	0.057	0	0.058	0.744
RPS14	CCT5	4447293	4436371	9606.ENSP00000385958	9606.ENSP00000280326	0	0	0.347	0	0.590	0	0	0.118	0.743
RPS19	EIF1B	4450976	4433568	9606.ENSP00000470972	9606.ENSP00000232905	0	0	0	0	0.063	0.737	0	0.042	0.743
RPL29	UQCR10	4448994	4440409	9606.ENSP00000418868	9606.ENSP00000332887	0	0	0	0	0.743	0	0	0	0.743
EEF1G	MRPL3	4440309	4435531	9606.ENSP00000331901	9606.ENSP00000264995	0	0	0	0	0.728	0	0	0.093	0.742
RPS29	MRPL3	4446487	4435531	9606.ENSP00000379339	9606.ENSP00000264995	0.135	0	0	0	0.440	0.413	0	0.200	0.742
MRPL3	RPL8	4435531	4435108	9606.ENSP00000264995	9606.ENSP00000262584	0.135	0	0	0	0.442	0.412	0	0.200	0.742
RPL13A	MRPL3	4445957	4435531	9606.ENSP00000375730	9606.ENSP00000264995	0.135	0	0	0	0.441	0.412	0	0.200	0.742
TOMM7	UQCRFS1	4442121	4438219	9606.ENSP00000351214	9606.ENSP00000306397	0	0	0	0	0.165	0.693	0	0.074	0.742
C1QB	CSTB	4438900	4436920	9606.ENSP00000313967	9606.ENSP00000291568	0	0	0	0	0	0	0	0.742	0.742
RPS6	CCT5	4445386	4436371	9606.ENSP00000369757	9606.ENSP00000280326	0	0	0	0	0.674	0.124	0	0.167	0.742
SLC25A5	SLC25A3	4443780	4433407	9606.ENSP00000360671	9606.ENSP00000228318	0	0	0	0.597	0.658	0.084	0	0.534	0.741
RPS9	MRPL3	4437909	4435531	9606.ENSP00000302896	9606.ENSP00000264995	0.135	0	0	0	0.439	0.412	0	0.200	0.741
RPL29	UQCRQ	4448994	4445100	9606.ENSP00000418868	9606.ENSP00000367939	0	0	0	0	0.741	0	0	0	0.741
RPL10	CCT4	4448690	4446274	9606.ENSP00000413436	9606.ENSP00000377958	0	0	0.220	0	0.657	0.052	0	0.097	0.741
NACA	RPL29	4450244	4448994	9606.ENSP00000448035	9606.ENSP00000418868	0	0	0	0	0.741	0	0	0	0.741
PARK7	UCHL1	4448989	4436586	9606.ENSP00000418770	9606.ENSP00000284440	0	0	0	0	0.061	0	0	0.735	0.741
RPS19	CCT4	4450976	4446274	9606.ENSP00000470972	9606.ENSP00000377958	0	0	0.223	0	0.671	0	0	0.065	0.740
HINT1	ATP5O	4438030	4436853	9606.ENSP00000304229	9606.ENSP00000290299	0	0	0	0	0.740	0	0	0	0.740
SLC25A5	RPS23	4443780	4437320	9606.ENSP00000360671	9606.ENSP00000296674	0	0	0	0	0.180	0.689	0	0.062	0.740
EEF1G	PKM	4440309	4439337	9606.ENSP00000331901	9606.ENSP00000320171	0	0	0	0	0.681	0	0	0.219	0.740
UBB	RPL35	4438070	4434707	9606.ENSP00000304697	9606.ENSP00000259469	0	0	0	0	0.613	0.355	0	0	0.739
NACA	RPS23	4450244	4437320	9606.ENSP00000448035	9606.ENSP00000296674	0	0	0	0	0.739	0	0	0	0.739
DSTN	MIF	4433964	4432873	9606.ENSP00000246069	9606.ENSP00000215754	0	0	0	0	0	0.710	0	0.137	0.739
PRDX2	GAPDH	4437770	4433451	9606.ENSP00000301522	9606.ENSP00000229239	0.060	0	0	0	0.183	0.363	0	0.527	0.738
HIF1A	GAPDH	4449842	4433451	9606.ENSP00000437955	9606.ENSP00000229239	0	0	0	0	0	0	0	0.738	0.738
RPS13	PSMC2	4449762	4447684	9606.ENSP00000435777	9606.ENSP00000391211	0.052	0	0	0	0.729	0.063	0	0	0.738
RPS5	CCT5	4451050	4436371	9606.ENSP00000472985	9606.ENSP00000280326	0	0	0	0	0.703	0	0	0.155	0.738
RPL30	HINT1	4449429	4438030	9606.ENSP00000428085	9606.ENSP00000304229	0	0	0	0	0.737	0	0	0	0.737
MATR3	DDX5	4442450	4433337	9606.ENSP00000354346	9606.ENSP00000225792	0	0	0	0	0.237	0.118	0	0.640	0.737
UBC	ACTB	4449992	4441991	9606.ENSP00000441543	9606.ENSP00000349960	0	0	0	0	0.338	0.157	0	0.564	0.736
GNB2L1	ANXA2	4449378	4441580	9606.ENSP00000426909	9606.ENSP00000346032	0	0	0	0	0	0.387	0	0.587	0.736
PRDX4	SOD1	4445193	4435927	9606.ENSP00000368646	9606.ENSP00000270142	0	0	0	0	0.225	0.168	0	0.624	0.736
SPCS1	TMA7	4451288	4447994	9606.ENSP00000478310	9606.ENSP00000397843	0	0	0	0	0.736	0	0	0	0.736
RPS28	NACA	4451031	4450244	9606.ENSP00000472469	9606.ENSP00000448035	0	0	0	0	0.735	0	0	0	0.735
CST3	PTGDS	4446810	4443785	9606.ENSP00000381448	9606.ENSP00000360687	0	0	0	0	0.130	0	0	0.708	0.735
CST3	ITM2B	4446810	4445077	9606.ENSP00000381448	9606.ENSP00000367828	0	0	0	0	0.115	0	0	0.713	0.735
TPT1	RPL34	4451239	4446300	9606.ENSP00000477781	9606.ENSP00000378163	0	0	0	0	0.734	0	0	0	0.734
ACTG1	RPL13A	4450595	4445957	9606.ENSP00000458162	9606.ENSP00000375730	0	0	0	0	0.097	0	0	0.717	0.734
CCT4	EEF1G	4446274	4440309	9606.ENSP00000377958	9606.ENSP00000331901	0	0	0	0	0.712	0.051	0	0.106	0.734
GPX4	SEP15	4441588	4440046	9606.ENSP00000346103	9606.ENSP00000328729	0	0	0	0	0.062	0	0	0.727	0.733
MDH1	SLC25A3	4449851	4433407	9606.ENSP00000438144	9606.ENSP00000228318	0	0	0	0	0.726	0	0	0.066	0.733
SLC25A5	RPS15A	4443780	4439216	9606.ENSP00000360671	9606.ENSP00000318646	0	0	0	0	0.170	0.689	0	0.050	0.733
RPS10	HINT1	4451602	4438030	9606.ENSP00000481646	9606.ENSP00000304229	0	0	0	0	0.733	0	0	0	0.733
RPL30	CCT4	4449429	4446274	9606.ENSP00000428085	9606.ENSP00000377958	0	0	0	0	0.733	0	0	0	0.733
PARK7	ATP5J	4448989	4447621	9606.ENSP00000418770	9606.ENSP00000389649	0	0	0	0	0.560	0.387	0	0.090	0.733
PFDN5	RPL21	4450242	4441579	9606.ENSP00000447942	9606.ENSP00000346027	0.293	0	0	0	0.637	0	0	0	0.732
HSPD1	MRPL3	4445814	4435531	9606.ENSP00000373620	9606.ENSP00000264995	0	0	0	0	0.565	0.114	0	0.361	0.732
HLA-DRA	EEF1A1	4446403	4440919	9606.ENSP00000378786	9606.ENSP00000339063	0	0	0	0	0	0.732	0	0	0.732
HSPA8	EIF4A1	4449616	4437038	9606.ENSP00000432083	9606.ENSP00000293831	0	0	0	0	0.651	0.067	0	0.243	0.732
RPS24	CCT5	4448728	4436371	9606.ENSP00000414321	9606.ENSP00000280326	0	0	0	0	0.704	0.069	0	0.103	0.732
FABP7	NES	4443101	4443066	9606.ENSP00000357429	9606.ENSP00000357206	0	0	0	0	0.069	0	0	0.724	0.732
UQCRQ	MDH2	4445100	4439895	9606.ENSP00000367939	9606.ENSP00000327070	0	0	0	0	0.666	0	0	0.229	0.731
CPE	SCG5	4447304	4437645	9606.ENSP00000386104	9606.ENSP00000300175	0	0	0	0	0.316	0	0	0.623	0.731
ATP5G3	NDUFB4	4436602	4432741	9606.ENSP00000284727	9606.ENSP00000184266	0	0	0	0	0.549	0	0	0.428	0.731
PTGES3	EEF1G	4451634	4440309	9606.ENSP00000482075	9606.ENSP00000331901	0	0	0	0	0.675	0.186	0	0.062	0.730
RPS10	BTF3	4451602	4445420	9606.ENSP00000481646	9606.ENSP00000369965	0	0	0	0	0.688	0	0	0.173	0.730
NDUFA4	HINT1	4440978	4438030	9606.ENSP00000339720	9606.ENSP00000304229	0	0	0	0	0.730	0	0	0	0.730
MDH1	ATP5F1	4449851	4443374	9606.ENSP00000438144	9606.ENSP00000358737	0	0	0	0	0.645	0	0	0.271	0.730
TPT1	RPL37	4451239	4436119	9606.ENSP00000477781	9606.ENSP00000274242	0	0	0	0	0.703	0	0	0.126	0.730
COX7C	RPL34	4449334	4446300	9606.ENSP00000425759	9606.ENSP00000378163	0	0	0	0	0.723	0	0	0.065	0.730
ATP6V0C	ATP5G3	4440126	4436602	9606.ENSP00000329757	9606.ENSP00000284727	0	0	0	0	0.061	0	0.540	0.426	0.730
PARK7	PRDX1	4448989	4435133	9606.ENSP00000418770	9606.ENSP00000262746	0.070	0	0	0	0.298	0.157	0	0.566	0.729
HNRNPA1	EIF4A1	4441190	4437038	9606.ENSP00000341826	9606.ENSP00000293831	0	0	0	0	0.377	0.261	0	0.459	0.729
BTF3	RPS27A	4445420	4436015	9606.ENSP00000369965	9606.ENSP00000272317	0	0	0	0	0.729	0	0	0	0.729
NACA	RPL22	4450244	4441587	9606.ENSP00000448035	9606.ENSP00000346088	0	0	0	0	0.729	0	0	0	0.729
ATP5A1	RPL5	4446852	4443502	9606.ENSP00000381736	9606.ENSP00000359345	0.221	0	0	0	0.610	0	0	0.181	0.729
UQCR11	ATP5H	4450843	4437775	9606.ENSP00000467262	9606.ENSP00000301587	0	0	0	0	0.590	0	0	0.366	0.729
MDH2	GAPDH	4439895	4433451	9606.ENSP00000327070	9606.ENSP00000229239	0.069	0	0	0	0.222	0.071	0	0.644	0.728
HSPA5	HSPB1	4439666	4434059	9606.ENSP00000324173	9606.ENSP00000248553	0	0	0	0	0.079	0.082	0	0.704	0.728
